City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,santana,-0.0583,-51.1817,298.25,100,0,1.03,BR,1682295170
279,heishan,41.6892,122.1128,285.25,11,19,3.16,CN,1682295170
280,nagqu,31.5,92.0,266.47,41,71,2.39,CN,1682295171
281,podgornoye,51.735,39.1496,278.27,93,0,1.0,RU,1682295171
282,flying fish cove,-10.4217,105.6791,299.93,82,28,7.27,CX,1682295171
283,nova sintra,14.8667,-24.7167,292.3,79,4,10.94,CV,1682295171
284,lethbridge,49.7,-112.8186,286.84,38,85,5.35,CA,1682295116
285,taoudenni,22.6783,-3.9836,303.34,11,0,4.09,ML,1682294957
286,naze,28.3667,129.4833,292.94,79,47,6.12,JP,1682295172
287,mwinilunga,-11.7358,24.4293,289.98,92,99,0.82,ZM,1682295172
288,gumdag,39.2061,54.5906,295.92,32,93,9.12,TM,1682295021
289,aldan,58.6031,125.3894,268.6,78,100,3.4,RU,1682295172
290,puerto deseado,-47.7503,-65.8938,285.66,56,96,5.41,AR,1682295172
291,salaya,22.3167,69.6,298.68,82,65,4.75,IN,1682295172
292,arno,60.1167,18.6333,275.81,94,100,5.54,SE,1682295173
293,phichit,16.25,100.4167,303.15,63,22,2.14,TH,1682295173
294,argo,37.6333,22.7333,286.92,84,47,0.86,GR,1682295059
295,mar del plata,-38.0023,-57.5575,289.79,90,40,0.0,AR,1682295173
296,caucasia,7.9865,-75.1935,298.07,86,45,1.1,CO,1682295173
297,plouzane,48.3833,-4.6167,281.18,87,20,4.12,FR,1682295174
298,saipan,15.1355,145.701,304.54,100,20,7.72,MP,1682295174
299,prince rupert,54.3161,-130.3201,281.42,86,100,1.82,CA,1682295116
300,maragogi,-9.0122,-35.2225,298.18,83,71,3.46,BR,1682295174
301,ketchikan,55.3422,-131.6461,281.14,93,100,1.73,US,1682294998
302,charters towers,-20.1,146.2667,296.21,64,100,6.49,AU,1682295175
303,ishim,56.1128,69.4902,278.4,93,58,4.73,RU,1682295175
304,areia branca,-4.9561,-37.1369,300.02,74,100,6.16,BR,1682295175
305,itoman,26.1247,127.6694,297.36,75,20,7.2,JP,1682294924
306,walvis bay,-22.9575,14.5053,289.31,53,95,5.07,NA,1682295175
307,ismayilli,40.779,48.1638,285.92,61,80,1.14,AZ,1682295176
308,carqueiranne,43.0953,6.073,289.01,71,0,6.17,FR,1682295176
309,ivangorod,59.3716,28.2162,280.84,77,8,5.64,RU,1682295176
310,mirny,62.5353,113.9611,268.28,57,36,2.04,RU,1682295177
311,minas de marcona,-15.2119,-75.1103,291.55,74,1,4.66,PE,1682295177
312,swellendam,-34.0226,20.4417,292.13,80,100,2.46,ZA,1682295177
313,kaa-khem,51.6833,94.7333,275.14,55,3,2.04,RU,1682295177
314,islamkot,24.6997,70.177,297.19,55,2,3.07,PK,1682295177
315,sirvintos,55.05,24.95,285.72,68,10,4.98,LT,1682295177
316,francistown,-21.17,27.5079,293.4,37,84,2.22,BW,1682295178
317,acambay,19.9558,-99.8417,294.43,25,75,5.37,MX,1682295178
318,akjoujt,19.6969,-14.4164,302.12,18,0,4.2,MR,1682295178
319,cuyo,10.8525,121.0086,302.14,74,97,7.8,PH,1682295178
320,aykhal,66.0,111.5,267.64,93,99,0.95,RU,1682295178
321,kapenguria,1.2511,35.0895,287.25,94,100,0.2,KE,1682295178
322,nadi,-17.8,177.4167,302.94,60,16,1.81,FJ,1682294978
323,hassi messaoud,31.6804,6.0729,295.63,23,84,3.54,DZ,1682295179
324,sittwe,20.15,92.9,300.26,75,9,1.5,MM,1682295179
325,klaksvik,62.2266,-6.589,275.66,63,100,11.25,FO,1682294899
326,sault ste. marie,46.5168,-84.3333,274.31,86,100,3.6,CA,1682294965
327,siwa oasis,29.2041,25.5195,294.88,36,0,6.26,EG,1682295180
328,floro,61.5996,5.0328,277.72,75,100,6.17,NO,1682295180
329,sisimiut,66.9395,-53.6735,273.33,99,100,2.56,GL,1682295008
330,jizzax,40.1158,67.8422,290.65,29,72,1.37,UZ,1682295180
331,les cayes,18.2,-73.75,297.44,77,51,3.07,HT,1682295181
332,bargaal,11.2864,51.0773,298.18,86,16,2.37,SO,1682295181
333,alaghsas,17.0187,8.0168,301.71,7,79,2.4,NE,1682295181
334,sosnogorsk,63.6023,53.8817,265.57,96,59,2.0,RU,1682295181
335,karatau,43.1667,70.4667,287.49,35,91,3.8,KZ,1682295181
336,n'zeto,-7.2312,12.8666,298.93,93,100,2.64,AO,1682295182
337,bathsheba,13.2167,-59.5167,298.49,88,75,1.54,BB,1682295182
338,mermoz boabab,14.7065,-17.4758,293.46,88,9,6.93,SN,1682295182
339,taksimo,56.3444,114.8794,269.62,53,77,2.9,RU,1682295183
340,lamu,-2.2717,40.902,299.27,92,100,1.61,KE,1682295183
341,jamaame,0.0697,42.745,299.7,81,99,2.21,SO,1682295183
342,sanctuary point,-35.1114,150.629,295.23,63,78,0.9,AU,1682295183
343,la foa,-21.7108,165.8276,299.37,75,72,4.05,NC,1682295184
344,merizo village,13.2658,144.6691,302.58,83,100,7.62,GU,1682295184
345,baukau,51.5526,7.2042,284.69,76,69,2.24,DE,1682295184
346,tangalle,6.024,80.7911,298.82,86,99,1.29,LK,1682295184
347,guarapari,-20.6667,-40.4975,296.42,81,37,1.55,BR,1682295185
348,amos,48.5669,-78.1162,276.05,95,85,2.22,CA,1682295048
349,diu,20.7141,70.9822,297.88,80,36,5.78,IN,1682295185
350,mercedes,-34.6515,-59.4307,290.85,64,100,2.75,AR,1682295185
351,kangaba,11.9333,-8.4167,303.06,16,15,1.54,ML,1682295186
352,sinabang,2.4803,96.3801,300.6,81,95,2.38,ID,1682294950
353,pacific grove,36.6177,-121.9166,295.38,84,100,4.63,US,1682295186
354,labytnangi,66.6572,66.4183,264.6,82,99,5.94,RU,1682295186
355,kalmunai,7.4167,81.8167,300.23,76,90,2.2,LK,1682294960
356,ubinskoye,55.3068,79.6802,281.24,56,100,7.19,RU,1682295187
357,incline village,39.2513,-119.973,290.55,42,75,6.69,US,1682295187
358,bubaque,11.2833,-15.8333,299.25,67,2,7.49,GW,1682295187
359,laguna,38.421,-121.4238,301.9,42,0,4.63,US,1682295187
360,linfen,36.0889,111.5189,278.94,87,99,2.14,CN,1682295187
361,kruisfontein,-34.0033,24.7314,290.86,72,100,2.03,ZA,1682295188
362,roswell,34.0232,-84.3616,290.85,55,100,4.12,US,1682295105
363,zapolyarnyy,69.4154,30.8136,267.75,93,51,3.79,RU,1682295188
364,yamada,39.4667,141.95,282.98,42,97,6.03,JP,1682295188
365,ebon,4.582,168.6964,301.47,78,50,7.96,MH,1682295189
366,viedma,-40.8135,-62.9967,289.87,48,0,4.8,AR,1682295189
367,ust'-kut,56.7938,105.7672,270.1,76,42,1.1,RU,1682295189
368,vorkuta,67.5,64.0,261.68,89,100,4.93,RU,1682295189
369,el sauce,12.8869,-86.539,299.83,74,88,1.52,NI,1682295189
370,puerto aysen,-45.4,-72.7,283.44,96,93,1.83,CL,1682295190
371,saldanha,-33.0117,17.9442,288.94,98,100,6.85,ZA,1682295190
372,broken hill,-31.95,141.4333,293.52,46,0,6.22,AU,1682295190
373,posto fiscal rolim de moura,-13.0833,-62.2667,295.92,92,100,1.03,BR,1682295190
374,thinadhoo,0.5333,72.9333,301.8,75,100,2.78,MV,1682295191
375,narsimhapur,22.95,79.2,296.91,45,14,3.01,IN,1682295191
376,tamanrasset,22.785,5.5228,291.1,15,0,1.54,DZ,1682295191
377,asau,46.4333,26.4,278.86,89,98,1.33,RO,1682295191
378,san luis de la loma,17.2706,-100.8939,301.16,70,43,2.62,MX,1682295191
379,miguel pereira,-22.4539,-43.4689,291.11,96,15,1.31,BR,1682295191
380,luena,-11.7833,19.9167,290.19,92,74,0.66,AO,1682295192
381,chipping norton,-33.9,150.95,295.36,77,50,2.68,AU,1682295192
382,madimba,-10.4,40.3333,297.19,93,17,3.22,TZ,1682295192
383,verkhnevilyuysk,63.4453,120.3167,269.0,85,68,2.81,RU,1682295192
384,shahrud,36.4182,54.9763,289.82,50,93,2.08,IR,1682295192
385,howrah,22.5892,88.3103,298.15,83,20,0.0,IN,1682295193
386,baberu,25.55,80.7167,298.48,29,19,2.3,IN,1682295193
387,moree,-29.4667,149.85,295.17,46,0,5.47,AU,1682295193
388,el nido,11.1858,119.3956,302.51,69,100,4.3,PH,1682295193
389,chiredzi,-21.05,31.6667,291.98,69,77,2.59,ZW,1682295194
390,anchorage,61.2181,-149.9003,279.42,46,0,7.2,US,1682295059
391,fisterra,42.9049,-9.2629,289.27,96,83,3.82,ES,1682295194
392,pratt,37.6439,-98.7376,290.24,17,100,4.63,US,1682295194
393,lagoa vermelha,-28.2086,-51.5258,286.47,88,44,2.82,BR,1682295194
394,axim,4.8699,-2.2405,299.44,88,89,1.73,GH,1682295195
395,mil'kovo,55.6078,37.7956,284.29,51,32,1.17,RU,1682295195
396,suklayin,15.7574,121.5503,299.21,90,91,2.55,PH,1682295195
397,chibougamau,49.9168,-74.3659,276.16,98,100,3.28,CA,1682295195
398,masterton,-40.9597,175.6575,286.97,69,89,3.94,NZ,1682295195
399,happy valley-goose bay,53.3168,-60.3315,275.92,93,37,0.28,CA,1682295028
400,nha trang,12.25,109.1833,300.15,72,15,2.47,VN,1682295156
401,necochea,-38.5473,-58.7368,286.32,91,0,3.69,AR,1682295196
402,urengoy,65.9667,78.3667,273.63,96,100,6.83,RU,1682295196
403,lobujya,27.95,86.8167,259.53,35,7,2.77,NP,1682295196
404,mascara,35.3966,0.1403,288.75,63,92,0.56,DZ,1682295196
405,kaoma,-14.7833,24.8,292.59,62,100,2.03,ZM,1682295197
406,arraial do cabo,-22.9661,-42.0278,296.13,71,0,2.84,BR,1682294965
407,sai kung,22.3822,114.2728,299.85,88,94,3.78,CN,1682295197
408,okha,53.5739,142.9478,273.36,73,37,9.47,RU,1682295197
409,salinopolis,-0.6136,-47.3561,300.8,78,95,6.25,BR,1682295198
410,dehdasht,30.7949,50.5646,293.75,34,7,2.38,IR,1682295023
411,fale old settlement,-9.3852,-171.2468,301.85,73,19,2.43,TK,1682295001
412,al kharj,24.155,47.3346,300.68,38,11,3.25,SA,1682295157
413,the pas,53.8251,-101.2541,277.05,55,9,2.75,CA,1682295199
414,pimenta bueno,-11.6725,-61.1936,295.65,97,66,0.9,BR,1682295199
415,moussoro,13.6408,16.4901,305.77,17,20,3.25,TD,1682295199
416,kingisepp,59.3733,28.6134,281.91,80,15,2.94,RU,1682295199
417,santa ana,33.7456,-117.8678,300.6,67,20,5.66,US,1682295025
418,tarrafal de sao nicolau,16.5667,-24.3667,295.42,75,7,9.05,CV,1682295200
419,shawinigan,46.5668,-72.7491,278.83,95,100,3.11,CA,1682294981
420,san martin,-33.081,-68.4681,290.32,51,95,3.42,AR,1682295200
421,kosh-agach,50.0,88.6667,268.97,57,85,0.84,RU,1682295200
422,ankola,14.6667,74.3,295.29,85,3,2.05,IN,1682295201
423,lazaro cardenas,17.9583,-102.2,300.43,65,10,3.46,MX,1682294993
424,bordighera,43.7806,7.6645,288.2,91,85,2.68,IT,1682295201
425,cidreira,-30.1811,-50.2056,293.88,81,84,4.57,BR,1682295201
426,masaurhi buzurg,25.35,85.0333,296.67,57,76,4.05,IN,1682295202
427,lodeynoye pole,60.726,33.5531,279.05,86,21,2.36,RU,1682295202
428,tazacorte,28.629,-17.9293,290.69,89,40,4.12,ES,1682295202
429,regina,50.4501,-104.6178,278.7,48,16,4.92,CA,1682295187
430,lorengau,-2.0226,147.2712,300.67,78,100,1.36,PG,1682294999
431,blairgowrie,56.5916,-3.3405,278.16,79,91,0.89,GB,1682295203
432,rapar,23.5667,70.6333,298.46,77,14,2.83,IN,1682295203
433,zouerate,22.7187,-12.4521,297.65,30,0,3.97,MR,1682295203
434,ta`u,-14.2336,-169.5144,300.14,78,33,3.54,AS,1682295203
435,jamtara,23.95,86.8,296.13,58,30,1.9,IN,1682295204
436,sungailiat,-1.85,106.1333,300.26,81,96,0.83,ID,1682295204
437,khabary,53.6259,79.5345,280.74,53,95,7.66,RU,1682295205
438,carutapera,-1.195,-46.02,297.85,93,100,2.77,BR,1682295205
439,abadeh,31.1608,52.6506,285.76,53,100,1.47,IR,1682295205
440,lebu,-37.6167,-73.65,284.61,86,1,5.01,CL,1682295205
441,catio,11.2833,-15.25,297.87,69,2,2.5,GW,1682295206
442,isangel,-19.55,169.2667,302.1,64,26,1.86,VU,1682295206
443,san,13.3034,-4.8956,305.51,14,28,2.97,ML,1682294949
444,negapatam,10.7667,79.8333,301.48,76,93,3.77,IN,1682295207
445,altamira,-3.2033,-52.2064,296.46,91,100,0.93,BR,1682295207
446,coyhaique,-45.5752,-72.0662,284.49,87,40,2.06,CL,1682295207
447,bolotnoye,55.6717,84.3981,275.73,84,100,4.49,RU,1682295207
448,puerto san jose,13.9256,-90.8244,300.67,76,44,1.59,GT,1682295208
449,bejaia,36.7559,5.0843,290.72,58,0,1.69,DZ,1682295208
450,denton holme,54.8849,-2.9434,278.58,80,67,4.24,GB,1682295208
451,aspen,39.1911,-106.8175,281.84,23,75,1.54,US,1682294952
452,battle ground,45.7809,-122.5334,285.87,84,100,1.34,US,1682295208
453,cabedelo,-6.9811,-34.8339,299.52,87,84,3.2,BR,1682295036
454,kuala lipis,4.1842,102.0468,297.64,93,100,0.07,MY,1682295209
455,inhambane,-23.865,35.3833,295.93,80,27,3.55,MZ,1682294928
456,st. john's,47.5649,-52.7093,276.36,95,100,11.18,CA,1682295209
457,owando,-0.4819,15.8999,293.75,98,100,0.23,CG,1682295209
458,dingli,35.8614,14.3822,288.05,88,0,0.51,MT,1682295210
459,la ronge,55.1001,-105.2842,277.97,58,97,2.52,CA,1682295210
460,cova figueira,14.8905,-24.2934,294.06,72,4,7.35,CV,1682295210
461,haflong,25.1833,93.0333,290.18,96,48,1.09,IN,1682295210
462,monrovia,6.3005,-10.7969,299.02,80,13,4.21,LR,1682295148
463,punta del este,-34.9667,-54.95,292.21,95,75,3.58,UY,1682295211
464,marbella,36.5154,-4.8858,292.18,42,18,2.21,ES,1682295024
465,al qadarif,14.0349,35.3834,304.23,19,62,2.86,SD,1682295211
466,krivosheino,57.3431,83.9261,276.79,90,100,3.77,RU,1682295211
467,ribeira brava,32.65,-17.0667,291.55,79,72,1.51,PT,1682295211
468,padang,-0.9492,100.3543,298.18,91,99,1.01,ID,1682295212
469,bereznik,62.8551,42.7072,272.35,88,99,1.65,RU,1682295212
470,chernyshevskiy,63.0128,112.4714,267.91,95,100,2.2,RU,1682295212
471,la passe,45.5549,-0.8967,284.25,85,11,4.62,FR,1682295212
472,ostersund,63.1792,14.6357,271.82,100,100,1.54,SE,1682295212
473,bulungu,-4.55,18.6,293.67,99,99,0.94,CD,1682295213
474,khandyga,62.6667,135.6,271.43,75,100,3.56,RU,1682295138
475,semera,11.501,41.201,299.69,65,69,4.67,ET,1682295213
476,dolni dabnik,43.4,24.4333,282.05,81,20,1.03,BG,1682295213
477,nelidovo,56.2211,32.7774,282.5,69,71,1.88,RU,1682295214
478,antsiranana,-12.2787,49.2917,297.34,93,18,3.34,MG,1682295214
479,ursulo galvan,22.7333,-98.3,304.5,54,76,8.15,MX,1682295214
480,olyokminsk,60.3736,120.4264,273.03,67,74,0.98,RU,1682295214
481,greymouth,-42.4667,171.2,286.29,58,7,4.49,NZ,1682295018
482,tucupita,9.0622,-62.051,297.21,85,99,0.37,VE,1682295215
483,cangas del narcea,43.1833,-6.55,286.61,96,100,1.89,ES,1682295215
484,tevriz,57.509,72.4042,280.2,90,94,3.52,RU,1682295215
485,sheridan,44.8333,-106.9173,286.36,26,0,1.54,US,1682295216
486,mount gambier,-37.8333,140.7667,290.79,58,0,3.11,AU,1682295216
487,bang rakam,16.7585,100.1174,301.24,65,40,2.33,TH,1682295216
488,isla mujeres,21.2311,-86.731,301.18,72,13,5.08,MX,1682295216
489,road town,18.4167,-64.6167,299.2,83,75,1.54,VG,1682295114
490,suva,-18.1416,178.4415,300.64,64,31,3.72,FJ,1682295216
491,newman,37.3138,-121.0208,300.5,47,23,2.68,US,1682295217
492,brandon,27.9378,-82.2859,302.1,61,0,4.63,US,1682294940
493,poltavka,54.3663,71.7632,281.29,84,98,5.51,RU,1682295217
494,puerto carreno,6.189,-67.4859,300.79,68,95,1.67,CO,1682295217
495,rio grande,-32.035,-52.0986,293.21,87,100,5.45,BR,1682295217
496,quemado de guines,22.7853,-80.2536,299.27,66,0,4.65,CU,1682295217
497,undurkhaan,47.3194,110.6556,279.51,19,100,0.82,MN,1682295218
498,gordonvale,-17.0936,145.7842,299.76,100,98,3.78,AU,1682295218
499,saint-francois,46.4154,3.9054,284.84,76,100,2.57,FR,1682295015
500,bikenibeu village,1.3673,173.1241,301.43,80,50,6.43,KI,1682295218
501,yanam,16.7333,82.2167,299.13,87,10,1.49,IN,1682295218
502,gwanda,-20.9333,29.0,292.48,42,79,2.14,ZW,1682295219
503,sao jose da coroa grande,-8.8978,-35.1478,296.65,92,92,1.61,BR,1682295219
504,nova vicosa,-17.8919,-39.3719,297.95,73,84,6.54,BR,1682295219
505,banlung,13.7468,107.0045,299.19,70,91,0.65,KH,1682295219
506,acapulco de juarez,16.8634,-99.8901,302.05,65,75,2.06,MX,1682295219
507,slave lake,55.2834,-114.769,280.36,62,100,4.69,CA,1682295220
508,namibe,-15.1961,12.1522,297.03,69,24,3.15,AO,1682295220
509,chota,-6.55,-78.65,285.75,95,99,1.44,PE,1682295220
510,bordj ghdir,35.9011,4.8981,286.6,58,0,2.16,DZ,1682295220
511,dinguiraye,11.3,-10.7167,301.73,18,10,1.0,GN,1682295220
512,puerto armuelles,8.2833,-82.8667,300.14,79,29,1.79,PA,1682295221
513,nabire,-3.3667,135.4833,301.67,75,55,0.7,ID,1682294946
514,kununurra,-15.7667,128.7333,299.14,47,17,2.06,AU,1682295221
515,huanggang,23.677,116.9996,294.88,91,100,1.04,CN,1682295221
516,krasnoufimsk,56.6059,57.7669,279.33,84,79,1.71,RU,1682295222
517,cascais,38.6979,-9.4215,289.78,87,12,7.6,PT,1682295222
518,luderitz,-26.6481,15.1594,290.41,59,100,2.02,NA,1682295222
519,torre del mar,36.7414,-4.0946,294.49,66,3,1.87,ES,1682295222
520,adrar,20.5022,-10.0711,298.61,21,0,4.19,MR,1682295222
521,gusau,12.1628,6.6614,300.42,57,86,6.71,NG,1682295223
522,magole,-6.3667,37.3667,294.18,97,100,0.52,TZ,1682295223
523,lugoba,-6.45,38.3333,294.68,99,91,1.55,TZ,1682295223
524,phalaborwa,-23.943,31.1411,291.4,94,30,1.83,ZA,1682295223
525,tabou,4.423,-7.3528,299.64,87,93,1.94,CI,1682294995
526,tinajo,29.0788,-13.7081,290.64,72,20,5.66,ES,1682295223
527,namsos,64.4662,11.4957,275.18,100,100,1.03,NO,1682295224
528,kourou,5.1552,-52.6478,298.18,90,100,0.99,GF,1682294985
529,tatarsk,55.219,75.9828,281.59,69,100,2.47,RU,1682295224
530,kayangel,8.0823,134.7173,301.33,69,65,2.58,PW,1682295224
531,almeirim,-1.5233,-52.5817,297.18,91,100,0.68,BR,1682295224
532,cadale,2.7603,46.3222,299.87,85,100,3.27,SO,1682295224
533,yusufeli,40.8204,41.5443,286.27,97,98,2.77,TR,1682295225
534,souillac,-20.5167,57.5167,297.63,88,43,1.93,MU,1682295225
535,camayenne,9.535,-13.6878,300.3,77,6,2.93,GN,1682295225
536,pugachev,52.0133,48.8025,283.67,61,3,1.71,RU,1682295225
537,primorsk,46.7348,36.3443,282.15,81,66,1.04,UA,1682295226
538,malabar,-33.9667,151.25,295.25,65,75,5.66,AU,1682294990
539,nema,57.5067,50.5011,281.75,70,94,1.95,RU,1682295062
540,pangody,65.85,74.4859,273.48,98,100,7.38,RU,1682295226
541,whakatane,-37.9585,176.9854,291.36,68,28,5.81,NZ,1682295226
542,sao miguel do araguaia,-13.275,-50.1628,298.18,69,70,1.69,BR,1682295226
543,kardla,58.9978,22.7492,284.29,73,37,8.51,EE,1682295227
544,mastic beach,40.7668,-72.8521,289.26,81,100,2.06,US,1682295227
545,zeya,53.75,127.2667,275.94,37,12,3.76,RU,1682295227
546,igrim,63.1906,64.4162,268.45,83,35,4.12,RU,1682295227
547,sainte-marie-aux-mines,48.2468,7.1853,283.65,87,75,3.09,FR,1682295227
548,werota,11.9167,37.7,299.74,31,89,6.22,ET,1682295228
549,sundargarh,22.1167,84.0333,295.11,56,10,1.49,IN,1682295228
550,torres,-29.3353,-49.7269,293.05,90,22,2.04,BR,1682295228
551,pokhara,28.2333,83.9833,290.06,42,83,2.58,NP,1682295228
552,sao felix do xingu,-6.6447,-51.995,296.88,85,97,1.07,BR,1682295228
553,wakiso,0.4044,32.4594,290.31,100,100,1.05,UG,1682295228
554,anatuya,-28.4606,-62.8347,288.32,97,100,3.87,AR,1682295229
555,siniscola,40.5719,9.6922,288.9,87,77,2.77,IT,1682295229
